"","Date","EUR/USD"
"1","1999-01-04","1.1789"
"2","1999-01-05","1.1790"
"3","1999-01-06","1.1743"
"4","1999-01-07","1.1632"
"5","1999-01-08","1.1659"
"6","1999-01-11","1.1569"
"7","1999-01-12","1.1520"
"8","1999-01-13","1.1744"
"9","1999-01-14","1.1653"
"10","1999-01-15","1.1626"
"11","1999-01-18","1.1612"
"12","1999-01-19","1.1616"
"13","1999-01-20","1.1575"
"14","1999-01-21","1.1572"
"15","1999-01-22","1.1567"
"16","1999-01-25","1.1584"
"17","1999-01-26","1.1582"
"18","1999-01-27","1.1529"
"19","1999-01-28","1.1410"
"20","1999-01-29","1.1384"
"21","1999-02-01","1.1338"
"22","1999-02-02","1.1337"
"23","1999-02-03","1.1337"
"24","1999-02-04","1.1263"
"25","1999-02-05","1.1292"
"26","1999-02-08","1.1246"
"27","1999-02-09","1.1333"
"28","1999-02-10","1.1342"
"29","1999-02-11","1.1312"
"30","1999-02-12","1.1244"
"31","1999-02-15","1.1238"
"32","1999-02-16","1.1176"
"33","1999-02-17","1.1253"
"34","1999-02-18","1.1232"
"35","1999-02-19","1.1163"
"36","1999-02-22","1.0992"
"37","1999-02-23","1.0969"
"38","1999-02-24","1.1037"
"39","1999-02-25","1.1031"
"40","1999-02-26","1.1018"
"41","1999-03-01","1.0986"
"42","1999-03-02","1.0887"
"43","1999-03-03","1.0899"
"44","1999-03-04","1.0866"
"45","1999-03-05","1.0834"
"46","1999-03-08","1.0908"
"47","1999-03-09","1.0863"
"48","1999-03-10","1.0953"
"49","1999-03-11","1.0891"
"50","1999-03-12","1.0932"
"51","1999-03-15","1.0949"
"52","1999-03-16","1.0901"
"53","1999-03-17","1.0966"
"54","1999-03-18","1.1012"
"55","1999-03-19","1.0915"
"56","1999-03-22","1.0864"
"57","1999-03-23","1.0896"
"58","1999-03-24","1.0928"
"59","1999-03-25","1.0898"
"60","1999-03-26","1.0815"
"61","1999-03-29","1.0692"
"62","1999-03-30","1.0711"
"63","1999-03-31","1.0742"
"64","1999-04-01","1.0772"
"65","1999-04-02","1.0772"
"66","1999-04-05","1.0752"
"67","1999-04-06","1.0726"
"68","1999-04-07","1.0812"
"69","1999-04-08","1.0818"
"70","1999-04-09","1.0778"
"71","1999-04-12","1.0867"
"72","1999-04-13","1.0765"
"73","1999-04-14","1.0787"
"74","1999-04-15","1.0786"
"75","1999-04-16","1.0668"
"76","1999-04-19","1.0636"
"77","1999-04-20","1.0646"
"78","1999-04-21","1.0586"
"79","1999-04-22","1.0581"
"80","1999-04-23","1.0634"
"81","1999-04-26","1.0614"
"82","1999-04-27","1.0630"
"83","1999-04-28","1.0666"
"84","1999-04-29","1.0604"
"85","1999-04-30","1.0597"
"86","1999-05-03","1.0589"
"87","1999-05-04","1.0564"
"88","1999-05-05","1.0667"
"89","1999-05-06","1.0799"
"90","1999-05-07","1.0786"
"91","1999-05-10","1.0735"
"92","1999-05-11","1.0732"
"93","1999-05-12","1.0645"
"94","1999-05-13","1.0622"
"95","1999-05-14","1.0676"
"96","1999-05-17","1.0685"
"97","1999-05-18","1.0690"
"98","1999-05-19","1.0634"
"99","1999-05-20","1.0639"
"100","1999-05-21","1.0572"
"101","1999-05-24","1.0585"
"102","1999-05-25","1.0627"
"103","1999-05-26","1.0535"
"104","1999-05-27","1.0473"
"105","1999-05-28","1.0479"
"106","1999-05-31","1.0456"
"107","1999-06-01","1.0434"
"108","1999-06-02","1.0382"
"109","1999-06-03","1.0382"
"110","1999-06-04","1.0315"
"111","1999-06-07","1.0316"
"112","1999-06-08","1.0385"
"113","1999-06-09","1.0466"
"114","1999-06-10","1.0474"
"115","1999-06-11","1.0474"
"116","1999-06-14","1.0437"
"117","1999-06-15","1.0392"
"118","1999-06-16","1.0345"
"119","1999-06-17","1.0340"
"120","1999-06-18","1.0388"
"121","1999-06-21","1.0339"
"122","1999-06-22","1.0313"
"123","1999-06-23","1.0280"
"124","1999-06-24","1.0321"
"125","1999-06-25","1.0443"
"126","1999-06-28","1.0388"
"127","1999-06-29","1.0364"
"128","1999-06-30","1.0328"
"129","1999-07-01","1.0264"
"130","1999-07-02","1.0241"
"131","1999-07-05","1.0232"
"132","1999-07-06","1.0221"
"133","1999-07-07","1.0222"
"134","1999-07-08","1.0182"
"135","1999-07-09","1.0204"
"136","1999-07-12","1.0124"
"137","1999-07-13","1.0183"
"138","1999-07-14","1.0168"
"139","1999-07-15","1.0201"
"140","1999-07-16","1.0202"
"141","1999-07-19","1.0146"
"142","1999-07-20","1.0410"
"143","1999-07-21","1.0462"
"144","1999-07-22","1.0499"
"145","1999-07-23","1.0496"
"146","1999-07-26","1.0698"
"147","1999-07-27","1.0627"
"148","1999-07-28","1.0603"
"149","1999-07-29","1.0680"
"150","1999-07-30","1.0694"
"151","1999-08-02","1.0665"
"152","1999-08-03","1.0645"
"153","1999-08-04","1.0761"
"154","1999-08-05","1.0791"
"155","1999-08-06","1.0740"
"156","1999-08-09","1.0705"
"157","1999-08-10","1.0737"
"158","1999-08-11","1.0668"
"159","1999-08-12","1.0638"
"160","1999-08-13","1.0667"
"161","1999-08-16","1.0553"
"162","1999-08-17","1.0527"
"163","1999-08-18","1.0517"
"164","1999-08-19","1.0517"
"165","1999-08-20","1.0667"
"166","1999-08-23","1.0606"
"167","1999-08-24","1.0512"
"168","1999-08-25","1.0433"
"169","1999-08-26","1.0452"
"170","1999-08-27","1.0450"
"171","1999-08-30","1.0454"
"172","1999-08-31","1.0573"
"173","1999-09-01","1.0613"
"174","1999-09-02","1.0662"
"175","1999-09-03","1.0682"
"176","1999-09-06","1.0594"
"177","1999-09-07","1.0565"
"178","1999-09-08","1.0613"
"179","1999-09-09","1.0592"
"180","1999-09-10","1.0520"
"181","1999-09-13","1.0342"
"182","1999-09-14","1.0362"
"183","1999-09-15","1.0369"
"184","1999-09-16","1.0372"
"185","1999-09-17","1.0397"
"186","1999-09-20","1.0406"
"187","1999-09-21","1.0388"
"188","1999-09-22","1.0509"
"189","1999-09-23","1.0430"
"190","1999-09-24","1.0476"
"191","1999-09-27","1.0414"
"192","1999-09-28","1.0483"
"193","1999-09-29","1.0563"
"194","1999-09-30","1.0665"
"195","1999-10-01","1.0728"
"196","1999-10-04","1.0719"
"197","1999-10-05","1.0686"
"198","1999-10-06","1.0737"
"199","1999-10-07","1.0729"
"200","1999-10-08","1.0657"
"201","1999-10-11","1.0631"
"202","1999-10-12","1.0668"
"203","1999-10-13","1.0778"
"204","1999-10-14","1.0758"
"205","1999-10-15","1.0869"
"206","1999-10-18","1.0868"
"207","1999-10-19","1.0818"
"208","1999-10-20","1.0777"
"209","1999-10-21","1.0797"
"210","1999-10-22","1.0758"
"211","1999-10-25","1.0683"
"212","1999-10-26","1.0633"
"213","1999-10-27","1.0552"
"214","1999-10-28","1.0534"
"215","1999-10-29","1.0453"
"216","1999-11-01","1.0572"
"217","1999-11-02","1.0507"
"218","1999-11-03","1.0491"
"219","1999-11-04","1.0504"
"220","1999-11-05","1.0408"
"221","1999-11-08","1.0405"
"222","1999-11-09","1.0424"
"223","1999-11-10","1.0402"
"224","1999-11-11","1.0406"
"225","1999-11-12","1.0308"
"226","1999-11-15","1.0301"
"227","1999-11-16","1.0336"
"228","1999-11-17","1.0408"
"229","1999-11-18","1.0380"
"230","1999-11-19","1.0279"
"231","1999-11-22","1.0311"
"232","1999-11-23","1.0315"
"233","1999-11-24","1.0215"
"234","1999-11-25","1.0194"
"235","1999-11-26","1.0101"
"236","1999-11-29","1.0077"
"237","1999-11-30","1.0097"
"238","1999-12-01","1.0091"
"239","1999-12-02","1.0057"
"240","1999-12-03","1.0015"
"241","1999-12-06","1.0182"
"242","1999-12-07","1.0239"
"243","1999-12-08","1.0236"
"244","1999-12-09","1.0175"
"245","1999-12-10","1.0141"
"246","1999-12-13","1.0128"
"247","1999-12-14","1.0038"
"248","1999-12-15","1.0021"
"249","1999-12-16","1.0146"
"250","1999-12-17","1.0128"
"251","1999-12-20","1.0096"
"252","1999-12-21","1.0084"
"253","1999-12-22","1.0074"
"254","1999-12-23","1.0089"
"255","1999-12-24","1.0142"
"256","1999-12-27","1.0134"
"257","1999-12-28","1.0089"
"258","1999-12-29","1.0072"
"259","1999-12-30","1.0046"
"260","2000-01-03","1.0090"
"261","2000-01-04","1.0305"
"262","2000-01-05","1.0368"
"263","2000-01-06","1.0388"
"264","2000-01-07","1.0284"
"265","2000-01-10","1.0229"
"266","2000-01-11","1.0256"
"267","2000-01-12","1.0308"
"268","2000-01-13","1.0276"
"269","2000-01-14","1.0225"
"270","2000-01-17","1.0094"
"271","2000-01-18","1.0093"
"272","2000-01-19","1.0105"
"273","2000-01-20","1.0089"
"274","2000-01-21","1.0097"
"275","2000-01-24","1.0027"
"276","2000-01-25","1.0008"
"277","2000-01-26","1.0019"
"278","2000-01-27","0.9976"
"279","2000-01-28","0.9848"
"280","2000-01-31","0.9791"
"281","2000-02-01","0.9710"
"282","2000-02-02","0.9717"
"283","2000-02-03","0.9748"
"284","2000-02-04","0.9835"
"285","2000-02-07","0.9767"
"286","2000-02-08","0.9903"
"287","2000-02-09","0.9934"
"288","2000-02-10","0.9868"
"289","2000-02-11","0.9801"
"290","2000-02-14","0.9867"
"291","2000-02-15","0.9778"
"292","2000-02-16","0.9804"
"293","2000-02-17","0.9919"
"294","2000-02-18","0.9857"
"295","2000-02-21","0.9857"
"296","2000-02-22","1.0022"
"297","2000-02-23","1.0068"
"298","2000-02-24","0.9898"
"299","2000-02-25","0.9813"
"300","2000-02-28","0.9639"
"301","2000-02-29","0.9714"
"302","2000-03-01","0.9667"
"303","2000-03-02","0.9725"
"304","2000-03-03","0.9659"
"305","2000-03-06","0.9640"
"306","2000-03-07","0.9593"
"307","2000-03-08","0.9543"
"308","2000-03-09","0.9616"
"309","2000-03-10","0.9613"
"310","2000-03-13","0.9716"
"311","2000-03-14","0.9620"
"312","2000-03-15","0.9647"
"313","2000-03-16","0.9663"
"314","2000-03-17","0.9672"
"315","2000-03-20","0.9715"
"316","2000-03-21","0.9701"
"317","2000-03-22","0.9603"
"318","2000-03-23","0.9656"
"319","2000-03-24","0.9715"
"320","2000-03-27","0.9712"
"321","2000-03-28","0.9647"
"322","2000-03-29","0.9568"
"323","2000-03-30","0.9555"
"324","2000-03-31","0.9553"
"325","2000-04-03","0.9564"
"326","2000-04-04","0.9538"
"327","2000-04-05","0.9673"
"328","2000-04-06","0.9625"
"329","2000-04-07","0.9564"
"330","2000-04-10","0.9590"
"331","2000-04-11","0.9594"
"332","2000-04-12","0.9576"
"333","2000-04-13","0.9537"
"334","2000-04-14","0.9540"
"335","2000-04-17","0.9573"
"336","2000-04-18","0.9497"
"337","2000-04-19","0.9461"
"338","2000-04-20","0.9376"
"339","2000-04-25","0.9302"
"340","2000-04-26","0.9193"
"341","2000-04-27","0.9163"
"342","2000-04-28","0.9085"
"343","2000-05-02","0.9116"
"344","2000-05-03","0.8913"
"345","2000-05-04","0.8947"
"346","2000-05-05","0.8984"
"347","2000-05-08","0.8952"
"348","2000-05-09","0.8978"
"349","2000-05-10","0.9107"
"350","2000-05-11","0.9079"
"351","2000-05-12","0.9029"
"352","2000-05-15","0.9147"
"353","2000-05-16","0.9065"
"354","2000-05-17","0.8922"
"355","2000-05-18","0.8942"
"356","2000-05-19","0.8875"
"357","2000-05-22","0.9000"
"358","2000-05-23","0.9111"
"359","2000-05-24","0.9098"
"360","2000-05-25","0.8981"
"361","2000-05-26","0.9143"
"362","2000-05-29","0.9262"
"363","2000-05-30","0.9359"
"364","2000-05-31","0.9303"
"365","2000-06-01","0.9330"
"366","2000-06-02","0.9355"
"367","2000-06-05","0.9433"
"368","2000-06-06","0.9485"
"369","2000-06-07","0.9554"
"370","2000-06-08","0.9668"
"371","2000-06-09","0.9490"
"372","2000-06-12","0.9527"
"373","2000-06-13","0.9583"
"374","2000-06-14","0.9636"
"375","2000-06-15","0.9524"
"376","2000-06-16","0.9565"
"377","2000-06-19","0.9640"
"378","2000-06-20","0.9538"
"379","2000-06-21","0.9470"
"380","2000-06-22","0.9405"
"381","2000-06-23","0.9413"
"382","2000-06-26","0.9327"
"383","2000-06-27","0.9401"
"384","2000-06-28","0.9415"
"385","2000-06-29","0.9504"
"386","2000-06-30","0.9556"
"387","2000-07-03","0.9493"
"388","2000-07-04","0.9487"
"389","2000-07-05","0.9537"
"390","2000-07-06","0.9542"
"391","2000-07-07","0.9483"
"392","2000-07-10","0.9523"
"393","2000-07-11","0.9527"
"394","2000-07-12","0.9499"
"395","2000-07-13","0.9349"
"396","2000-07-14","0.9344"
"397","2000-07-17","0.9352"
"398","2000-07-18","0.9353"
"399","2000-07-19","0.9216"
"400","2000-07-20","0.9220"
"401","2000-07-21","0.9363"
"402","2000-07-24","0.9332"
"403","2000-07-25","0.9410"
"404","2000-07-26","0.9390"
"405","2000-07-27","0.9389"
"406","2000-07-28","0.9276"
"407","2000-07-31","0.9243"
"408","2000-08-01","0.9264"
"409","2000-08-02","0.9142"
"410","2000-08-03","0.9028"
"411","2000-08-04","0.9031"
"412","2000-08-07","0.9084"
"413","2000-08-08","0.9047"
"414","2000-08-09","0.8973"
"415","2000-08-10","0.9031"
"416","2000-08-11","0.9132"
"417","2000-08-14","0.9011"
"418","2000-08-15","0.9118"
"419","2000-08-16","0.9072"
"420","2000-08-17","0.9140"
"421","2000-08-18","0.9127"
"422","2000-08-21","0.9023"
"423","2000-08-22","0.8972"
"424","2000-08-23","0.8918"
"425","2000-08-24","0.9012"
"426","2000-08-25","0.9021"
"427","2000-08-28","0.9007"
"428","2000-08-29","0.8965"
"429","2000-08-30","0.8909"
"430","2000-08-31","0.8906"
"431","2000-09-01","0.8902"
"432","2000-09-04","0.9000"
"433","2000-09-05","0.8886"
"434","2000-09-06","0.8818"
"435","2000-09-07","0.8676"
"436","2000-09-08","0.8735"
"437","2000-09-11","0.8609"
"438","2000-09-12","0.8614"
"439","2000-09-13","0.8654"
"440","2000-09-14","0.8693"
"441","2000-09-15","0.8615"
"442","2000-09-18","0.8526"
"443","2000-09-19","0.8541"
"444","2000-09-20","0.8476"
"445","2000-09-21","0.8524"
"446","2000-09-22","0.8890"
"447","2000-09-25","0.8770"
"448","2000-09-26","0.8757"
"449","2000-09-27","0.8861"
"450","2000-09-28","0.8832"
"451","2000-09-29","0.8765"
"452","2000-10-02","0.8802"
"453","2000-10-03","0.8763"
"454","2000-10-04","0.8730"
"455","2000-10-05","0.8786"
"456","2000-10-06","0.8703"
"457","2000-10-09","0.8695"
"458","2000-10-10","0.8721"
"459","2000-10-11","0.8720"
"460","2000-10-12","0.8648"
"461","2000-10-13","0.8627"
"462","2000-10-16","0.8511"
"463","2000-10-17","0.8496"
"464","2000-10-18","0.8525"
"465","2000-10-19","0.8411"
"466","2000-10-20","0.8452"
"467","2000-10-23","0.8377"
"468","2000-10-24","0.8386"
"469","2000-10-25","0.8307"
"470","2000-10-26","0.8252"
"471","2000-10-27","0.8324"
"472","2000-10-30","0.8482"
"473","2000-10-31","0.8417"
"474","2000-11-01","0.8554"
"475","2000-11-02","0.8646"
"476","2000-11-03","0.8730"
"477","2000-11-06","0.8667"
"478","2000-11-07","0.8587"
"479","2000-11-08","0.8559"
"480","2000-11-09","0.8531"
"481","2000-11-10","0.8673"
"482","2000-11-13","0.8620"
"483","2000-11-14","0.8583"
"484","2000-11-15","0.8596"
"485","2000-11-16","0.8569"
"486","2000-11-17","0.8535"
"487","2000-11-20","0.8488"
"488","2000-11-21","0.8474"
"489","2000-11-22","0.8429"
"490","2000-11-23","0.8427"
"491","2000-11-24","0.8436"
"492","2000-11-27","0.8406"
"493","2000-11-28","0.8561"
"494","2000-11-29","0.8650"
"495","2000-11-30","0.8684"
"496","2000-12-01","0.8735"
"497","2000-12-04","0.8908"
"498","2000-12-05","0.8810"
"499","2000-12-06","0.8828"
"500","2000-12-07","0.8943"
"501","2000-12-08","0.8895"
"502","2000-12-11","0.8804"
"503","2000-12-12","0.8782"
"504","2000-12-13","0.8748"
"505","2000-12-14","0.8839"
"506","2000-12-15","0.8984"
"507","2000-12-18","0.8966"
"508","2000-12-19","0.8903"
"509","2000-12-20","0.9059"
"510","2000-12-21","0.9146"
"511","2000-12-22","0.9240"
"512","2000-12-27","0.9310"
"513","2000-12-28","0.9285"
"514","2000-12-29","0.9305"
"515","2001-01-02","0.9423"
"516","2001-01-03","0.9530"
"517","2001-01-04","0.9458"
"518","2001-01-05","0.9545"
"519","2001-01-08","0.9497"
"520","2001-01-09","0.9401"
"521","2001-01-10","0.9412"
"522","2001-01-11","0.9523"
"523","2001-01-12","0.9545"
"524","2001-01-15","0.9428"
"525","2001-01-16","0.9412"
"526","2001-01-17","0.9396"
"527","2001-01-18","0.9404"
"528","2001-01-19","0.9400"
"529","2001-01-22","0.9290"
"530","2001-01-23","0.9407"
"531","2001-01-24","0.9294"
"532","2001-01-25","0.9146"
"533","2001-01-26","0.9228"
"534","2001-01-29","0.9193"
"535","2001-01-30","0.9197"
"536","2001-01-31","0.9293"
"537","2001-02-01","0.9406"
"538","2001-02-02","0.9407"
"539","2001-02-05","0.9425"
"540","2001-02-06","0.9322"
"541","2001-02-07","0.9325"
"542","2001-02-08","0.9220"
"543","2001-02-09","0.9227"
"544","2001-02-12","0.9288"
"545","2001-02-13","0.9275"
"546","2001-02-14","0.9178"
"547","2001-02-15","0.9090"
"548","2001-02-16","0.9113"
"549","2001-02-19","0.9213"
"550","2001-02-20","0.9070"
"551","2001-02-21","0.9146"
"552","2001-02-22","0.9056"
"553","2001-02-23","0.9064"
"554","2001-02-26","0.9105"
"555","2001-02-27","0.9163"
"556","2001-02-28","0.9248"
"557","2001-03-01","0.9269"
"558","2001-03-02","0.9363"
"559","2001-03-05","0.9305"
"560","2001-03-06","0.9279"
"561","2001-03-07","0.9307"
"562","2001-03-08","0.9312"
"563","2001-03-09","0.9357"
"564","2001-03-12","0.9272"
"565","2001-03-13","0.9202"
"566","2001-03-14","0.9182"
"567","2001-03-15","0.9064"
"568","2001-03-16","0.8947"
"569","2001-03-19","0.8996"
"570","2001-03-20","0.9020"
"571","2001-03-21","0.8990"
"572","2001-03-22","0.8889"
"573","2001-03-23","0.8922"
"574","2001-03-26","0.8935"
"575","2001-03-27","0.8952"
"576","2001-03-28","0.8860"
"577","2001-03-29","0.8840"
"578","2001-03-30","0.8832"
"579","2001-04-02","0.8772"
"580","2001-04-03","0.8845"
"581","2001-04-04","0.9032"
"582","2001-04-05","0.9020"
"583","2001-04-06","0.8940"
"584","2001-04-09","0.9018"
"585","2001-04-10","0.8945"
"586","2001-04-11","0.8840"
"587","2001-04-12","0.8849"
"588","2001-04-17","0.8791"
"589","2001-04-18","0.8778"
"590","2001-04-19","0.8827"
"591","2001-04-20","0.8989"
"592","2001-04-23","0.9002"
"593","2001-04-24","0.8973"
"594","2001-04-25","0.8947"
"595","2001-04-26","0.9013"
"596","2001-04-27","0.9023"
"597","2001-04-30","0.8876"
"598","2001-05-02","0.8907"
"599","2001-05-03","0.8903"
"600","2001-05-04","0.8939"
"601","2001-05-07","0.8919"
"602","2001-05-08","0.8866"
"603","2001-05-09","0.8827"
"604","2001-05-10","0.8850"
"605","2001-05-11","0.8773"
"606","2001-05-14","0.8745"
"607","2001-05-15","0.8768"
"608","2001-05-16","0.8834"
"609","2001-05-17","0.8815"
"610","2001-05-18","0.8777"
"611","2001-05-21","0.8754"
"612","2001-05-22","0.8685"
"613","2001-05-23","0.8585"
"614","2001-05-24","0.8604"
"615","2001-05-25","0.8591"
"616","2001-05-28","0.8584"
"617","2001-05-29","0.8552"
"618","2001-05-30","0.8558"
"619","2001-05-31","0.8480"
"620","2001-06-01","0.8478"
"621","2001-06-04","0.8513"
"622","2001-06-05","0.8465"
"623","2001-06-06","0.8543"
"624","2001-06-07","0.8466"
"625","2001-06-08","0.8468"
"626","2001-06-11","0.8494"
"627","2001-06-12","0.8474"
"628","2001-06-13","0.8542"
"629","2001-06-14","0.8492"
"630","2001-06-15","0.8662"
"631","2001-06-18","0.8581"
"632","2001-06-19","0.8563"
"633","2001-06-20","0.8513"
"634","2001-06-21","0.8552"
"635","2001-06-22","0.8528"
"636","2001-06-25","0.8607"
"637","2001-06-26","0.8611"
"638","2001-06-27","0.8622"
"639","2001-06-28","0.8511"
"640","2001-06-29","0.8480"
"641","2001-07-02","0.8455"
"642","2001-07-03","0.8497"
"643","2001-07-04","0.8453"
"644","2001-07-05","0.8422"
"645","2001-07-06","0.8384"
"646","2001-07-09","0.8459"
"647","2001-07-10","0.8545"
"648","2001-07-11","0.8611"
"649","2001-07-12","0.8538"
"650","2001-07-13","0.8539"
"651","2001-07-16","0.8583"
"652","2001-07-17","0.8516"
"653","2001-07-18","0.8630"
"654","2001-07-19","0.8723"
"655","2001-07-20","0.8776"
"656","2001-07-23","0.8676"
"657","2001-07-24","0.8708"
"658","2001-07-25","0.8793"
"659","2001-07-26","0.8764"
"660","2001-07-27","0.8768"
"661","2001-07-30","0.8751"
"662","2001-07-31","0.8755"
"663","2001-08-01","0.8817"
"664","2001-08-02","0.8788"
"665","2001-08-03","0.8806"
"666","2001-08-06","0.8805"
"667","2001-08-07","0.8768"
"668","2001-08-08","0.8763"
"669","2001-08-09","0.8853"
"670","2001-08-10","0.8936"
"671","2001-08-13","0.8991"
"672","2001-08-14","0.8968"
"673","2001-08-15","0.9114"
"674","2001-08-16","0.9144"
"675","2001-08-17","0.9138"
"676","2001-08-20","0.9149"
"677","2001-08-21","0.9128"
"678","2001-08-22","0.9216"
"679","2001-08-23","0.9112"
"680","2001-08-24","0.9108"
"681","2001-08-27","0.9090"
"682","2001-08-28","0.9042"
"683","2001-08-29","0.9122"
"684","2001-08-30","0.9095"
"685","2001-08-31","0.9158"
"686","2001-09-03","0.9072"
"687","2001-09-04","0.8970"
"688","2001-09-05","0.8891"
"689","2001-09-06","0.8855"
"690","2001-09-07","0.8952"
"691","2001-09-10","0.9047"
"692","2001-09-11","0.8964"
"693","2001-09-12","0.9052"
"694","2001-09-13","0.9060"
"695","2001-09-14","0.9219"
"696","2001-09-17","0.9269"
"697","2001-09-18","0.9256"
"698","2001-09-19","0.9258"
"699","2001-09-20","0.9259"
"700","2001-09-21","0.9200"
"701","2001-09-24","0.9164"
"702","2001-09-25","0.9176"
"703","2001-09-26","0.9219"
"704","2001-09-27","0.9205"
"705","2001-09-28","0.9131"
"706","2001-10-01","0.9125"
"707","2001-10-02","0.9189"
"708","2001-10-03","0.9209"
"709","2001-10-04","0.9117"
"710","2001-10-05","0.9174"
"711","2001-10-08","0.9214"
"712","2001-10-09","0.9193"
"713","2001-10-10","0.9136"
"714","2001-10-11","0.9062"
"715","2001-10-12","0.9040"
"716","2001-10-15","0.9097"
"717","2001-10-16","0.9052"
"718","2001-10-17","0.9022"
"719","2001-10-18","0.9026"
"720","2001-10-19","0.9009"
"721","2001-10-22","0.8969"
"722","2001-10-23","0.8887"
"723","2001-10-24","0.8917"
"724","2001-10-25","0.8889"
"725","2001-10-26","0.8911"
"726","2001-10-29","0.9005"
"727","2001-10-30","0.9064"
"728","2001-10-31","0.9042"
"729","2001-11-01","0.9097"
"730","2001-11-02","0.9056"
"731","2001-11-05","0.8961"
"732","2001-11-06","0.8961"
"733","2001-11-07","0.9014"
"734","2001-11-08","0.8972"
"735","2001-11-09","0.8930"
"736","2001-11-12","0.8919"
"737","2001-11-13","0.8842"
"738","2001-11-14","0.8803"
"739","2001-11-15","0.8825"
"740","2001-11-16","0.8845"
"741","2001-11-19","0.8793"
"742","2001-11-20","0.8824"
"743","2001-11-21","0.8791"
"744","2001-11-22","0.8778"
"745","2001-11-23","0.8795"
"746","2001-11-26","0.8818"
"747","2001-11-27","0.8788"
"748","2001-11-28","0.8831"
"749","2001-11-29","0.8887"
"750","2001-11-30","0.8898"
"751","2001-12-03","0.8925"
"752","2001-12-04","0.8902"
"753","2001-12-05","0.8919"
"754","2001-12-06","0.8889"
"755","2001-12-07","0.8911"
"756","2001-12-10","0.8850"
"757","2001-12-11","0.8908"
"758","2001-12-12","0.8938"
"759","2001-12-13","0.8975"
"760","2001-12-14","0.9016"
"761","2001-12-17","0.9049"
"762","2001-12-18","0.9012"
"763","2001-12-19","0.8983"
"764","2001-12-20","0.8973"
"765","2001-12-21","0.8943"
"766","2001-12-24","0.8798"
"767","2001-12-27","0.8823"
"768","2001-12-28","0.8813"
"769","2002-01-02","0.9038"
"770","2002-01-03","0.9036"
"771","2002-01-04","0.8954"
"772","2002-01-07","0.8905"
"773","2002-01-08","0.8909"
"774","2002-01-09","0.8921"
"775","2002-01-10","0.8909"
"776","2002-01-11","0.8919"
"777","2002-01-14","0.8927"
"778","2002-01-15","0.8922"
"779","2002-01-16","0.8817"
"780","2002-01-17","0.8819"
"781","2002-01-18","0.8810"
"782","2002-01-21","0.8840"
"783","2002-01-22","0.8830"
"784","2002-01-23","0.8856"
"785","2002-01-24","0.8767"
"786","2002-01-25","0.8663"
"787","2002-01-28","0.8578"
"788","2002-01-29","0.8624"
"789","2002-01-30","0.8642"
"790","2002-01-31","0.8637"
"791","2002-02-01","0.8632"
"792","2002-02-04","0.8644"
"793","2002-02-05","0.8683"
"794","2002-02-06","0.8664"
"795","2002-02-07","0.8664"
"796","2002-02-08","0.8740"
"797","2002-02-11","0.8794"
"798","2002-02-12","0.8753"
"799","2002-02-13","0.8731"
"800","2002-02-14","0.8693"
"801","2002-02-15","0.8705"
"802","2002-02-18","0.8715"
"803","2002-02-19","0.8692"
"804","2002-02-20","0.8743"
"805","2002-02-21","0.8701"
"806","2002-02-22","0.8747"
"807","2002-02-25","0.8724"
"808","2002-02-26","0.8682"
"809","2002-02-27","0.8649"
"810","2002-02-28","0.8651"
"811","2002-03-01","0.8679"
"812","2002-03-04","0.8649"
"813","2002-03-05","0.8682"
"814","2002-03-06","0.8712"
"815","2002-03-07","0.8764"
"816","2002-03-08","0.8797"
"817","2002-03-11","0.8741"
"818","2002-03-12","0.8733"
"819","2002-03-13","0.8734"
"820","2002-03-14","0.8803"
"821","2002-03-15","0.8853"
"822","2002-03-18","0.8792"
"823","2002-03-19","0.8829"
"824","2002-03-20","0.8814"
"825","2002-03-21","0.8817"
"826","2002-03-22","0.8795"
"827","2002-03-25","0.8759"
"828","2002-03-26","0.8737"
"829","2002-03-27","0.8746"
"830","2002-03-28","0.8724"
"831","2002-04-02","0.8786"
"832","2002-04-03","0.8803"
"833","2002-04-04","0.8818"
"834","2002-04-05","0.8786"
"835","2002-04-08","0.8778"
"836","2002-04-09","0.8763"
"837","2002-04-10","0.8798"
"838","2002-04-11","0.8794"
"839","2002-04-12","0.8803"
"840","2002-04-15","0.8802"
"841","2002-04-16","0.8803"
"842","2002-04-17","0.8880"
"843","2002-04-18","0.8895"
"844","2002-04-19","0.8886"
"845","2002-04-22","0.8882"
"846","2002-04-23","0.8872"
"847","2002-04-24","0.8892"
"848","2002-04-25","0.8969"
"849","2002-04-26","0.8971"
"850","2002-04-29","0.9038"
"851","2002-04-30","0.9008"
"852","2002-05-02","0.9032"
"853","2002-05-03","0.9083"
"854","2002-05-06","0.9144"
"855","2002-05-07","0.9125"
"856","2002-05-08","0.9088"
"857","2002-05-09","0.9061"
"858","2002-05-10","0.9118"
"859","2002-05-13","0.9118"
"860","2002-05-14","0.9062"
"861","2002-05-15","0.9030"
"862","2002-05-16","0.9124"
"863","2002-05-17","0.9152"
"864","2002-05-20","0.9202"
"865","2002-05-21","0.9213"
"866","2002-05-22","0.9260"
"867","2002-05-23","0.9213"
"868","2002-05-24","0.9188"
"869","2002-05-27","0.9190"
"870","2002-05-28","0.9255"
"871","2002-05-29","0.9320"
"872","2002-05-30","0.9375"
"873","2002-05-31","0.9387"
"874","2002-06-03","0.9313"
